treatment,pageviews,calls,reservations,business_id,restaurant_type
0,324,29,31,14662,independent
0,328,35,33,14663,independent
0,316,34,31,14664,independent
0,318,30,29,14665,independent
0,266,23,29,14666,independent
0,336,31,27,14667,independent
0,379,31,36,14668,independent
0,316,29,32,14669,independent
0,364,33,37,14670,independent
0,235,24,33,14671,independent
0,253,29,27,14672,independent
0,317,29,33,14673,independent
0,280,28,24,14674,independent
0,271,28,25,14675,independent
0,283,33,28,14676,independent
0,323,33,33,14677,independent
0,355,31,31,14678,independent
0,336,30,36,14679,independent
0,336,32,34,14680,independent
0,337,33,28,14681,independent
0,321,29,40,14682,independent
0,345,30,30,14683,independent
0,313,29,29,14684,independent
0,353,35,38,14685,independent
0,343,29,29,14686,independent
0,266,31,29,14687,independent
0,360,39,30,14688,independent
0,252,29,29,14689,independent
0,362,34,35,14690,independent
0,335,29,30,14691,independent
0,296,30,24,14692,independent
0,209,21,25,14693,independent
0,292,29,28,14694,independent
0,341,30,32,14695,independent
0,251,27,32,14696,independent
0,345,36,22,14697,independent
0,365,26,30,14698,independent
0,291,30,31,14699,independent
0,278,29,31,14700,independent
0,323,30,35,14701,independent
0,297,25,27,14702,independent
0,256,27,30,14703,independent
0,332,32,36,14704,independent
0,292,33,26,14705,independent
0,309,31,29,14706,independent
0,289,29,28,14707,independent
0,270,37,29,14708,independent
0,328,35,33,14709,independent
0,281,31,27,14710,independent
0,333,30,30,14711,independent
0,329,27,33,14712,independent
0,330,31,42,14713,independent
0,256,29,28,14714,independent
0,266,31,30,14715,independent
0,250,20,26,14716,independent
0,317,30,26,14717,independent
0,219,29,23,14718,independent
0,320,28,34,14719,independent
0,344,30,35,14720,independent
0,293,27,32,14721,independent
0,300,21,28,14722,independent
0,300,26,38,14723,independent
0,380,40,31,14724,independent
0,330,36,35,14725,independent
0,313,27,30,14726,independent
0,304,35,28,14727,independent
0,348,33,26,14728,independent
0,325,32,28,14729,independent
0,327,27,31,14730,independent
0,336,29,30,14731,independent
0,323,30,32,14732,independent
0,322,33,30,14733,independent
0,357,25,31,14734,independent
0,332,25,31,14735,independent
0,292,29,30,14736,independent
0,301,31,30,14737,independent
0,250,28,30,14738,independent
0,232,24,24,14739,independent
0,351,33,30,14740,independent
0,310,25,29,14741,independent
0,326,35,33,14742,independent
0,291,28,35,14743,independent
0,328,32,39,14744,independent
0,322,28,31,14745,independent
0,297,32,25,14746,independent
0,281,29,32,14747,independent
0,360,34,33,14748,independent
0,313,33,32,14749,independent
0,266,28,31,14750,independent
0,266,26,27,14751,independent
0,320,30,28,14752,independent
0,213,26,30,14753,independent
0,351,26,32,14754,independent
0,349,33,25,14755,independent
0,294,36,29,14756,independent
0,274,26,30,14757,independent
0,283,41,30,14758,independent
0,283,30,32,14759,independent
0,388,38,33,14760,independent
0,340,34,37,14761,independent
0,304,32,31,14762,independent
0,326,35,30,14763,independent
0,253,29,32,14764,independent
0,281,28,27,14765,independent
0,349,33,30,14766,independent
0,305,39,28,14767,independent
0,324,30,35,14768,independent
0,307,33,34,14769,independent
0,301,35,31,14770,independent
0,294,39,33,14771,independent
0,292,27,29,14772,independent
0,267,30,31,14773,independent
0,271,40,26,14774,independent
0,312,32,37,14775,independent
0,342,32,41,14776,independent
0,286,33,29,14777,independent
0,313,27,38,14778,independent
0,374,35,32,14779,independent
0,290,26,32,14780,independent
0,344,28,27,14781,independent
0,293,33,32,14782,independent
0,396,32,34,14783,independent
0,290,24,28,14784,independent
0,306,31,31,14785,independent
0,279,24,23,14786,independent
0,260,24,30,14787,independent
0,281,29,41,14788,independent
0,406,37,38,14789,independent
0,309,32,34,14790,independent
0,317,27,38,14791,independent
0,318,27,31,14792,independent
0,388,35,36,14793,independent
0,287,32,26,14794,independent
0,295,33,34,14795,independent
0,314,28,27,14796,independent
0,290,24,24,14797,independent
0,322,31,36,14798,independent
0,328,27,25,14799,independent
0,251,29,22,14800,independent
0,324,33,32,14801,independent
0,315,30,30,14802,independent
0,233,29,29,14803,independent
0,247,20,28,14804,independent
0,296,31,31,14805,independent
0,311,31,22,14806,independent
0,300,31,35,14807,independent
0,286,34,34,14808,independent
0,341,28,35,14809,independent
0,305,30,31,14810,independent
0,302,31,30,14811,independent
0,275,35,25,14812,independent
0,303,20,30,14813,independent
0,228,25,27,14814,independent
0,288,23,23,14815,independent
0,348,33,37,14816,independent
0,303,25,30,14817,independent
0,287,32,33,14818,independent
0,339,26,34,14819,independent
0,311,26,34,14820,independent
0,287,29,27,14821,independent
0,342,29,29,14822,independent
0,321,39,30,14823,independent
0,290,32,33,14824,independent
0,355,30,34,14825,independent
0,267,31,25,14826,independent
0,299,35,32,14827,independent
0,356,31,32,14828,independent
0,249,32,34,14829,independent
0,333,30,32,14830,independent
0,321,28,26,14831,independent
0,275,35,29,14832,independent
0,324,31,23,14833,independent
0,272,29,28,14834,independent
0,343,28,29,14835,independent
0,333,30,25,14836,independent
0,345,33,31,14837,independent
0,343,31,28,14838,independent
0,250,24,24,14839,independent
0,301,31,34,14840,independent
0,248,23,24,14841,independent
0,253,28,32,14842,independent
0,320,31,28,14843,independent
0,318,27,30,14844,independent
0,282,31,27,14845,independent
0,260,29,35,14846,independent
0,365,26,32,14847,independent
0,348,31,31,14848,independent
0,348,35,29,14849,independent
0,235,26,26,14850,independent
0,325,35,33,14851,independent
0,223,32,21,14852,independent
0,329,30,31,14853,independent
0,305,25,32,14854,independent
0,326,29,25,14855,independent
0,241,31,28,14856,independent
0,270,37,30,14857,independent
0,330,31,33,14858,independent
0,300,24,34,14859,independent
0,311,30,33,14860,independent
0,357,33,33,14861,independent
0,280,28,26,14862,independent
0,304,32,34,14863,independent
0,300,28,33,14864,independent
0,282,33,29,14865,independent
0,325,35,35,14866,independent
0,297,26,35,14867,independent
0,327,31,34,14868,independent
0,261,29,36,14869,independent
0,271,31,33,14870,independent
0,312,29,33,14871,independent
0,292,28,24,14872,independent
0,330,30,30,14873,independent
0,280,27,26,14874,independent
0,248,24,29,14875,independent
0,316,29,33,14876,independent
0,324,35,26,14877,independent
0,350,27,37,14878,independent
0,211,22,23,14879,independent
0,289,29,29,14880,independent
0,332,37,32,14881,independent
0,310,34,23,14882,independent
0,328,34,31,14883,independent
0,288,30,24,14884,independent
0,345,32,38,14885,independent
0,327,37,31,14886,independent
0,251,33,23,14887,independent
0,306,31,33,14888,independent
0,306,27,24,14889,independent
0,245,31,29,14890,independent
0,309,28,26,14891,independent
0,282,31,24,14892,independent
0,337,26,31,14893,independent
0,364,31,34,14894,independent
0,276,30,28,14895,independent
0,239,27,29,14896,independent
0,256,35,30,14897,independent
0,365,29,32,14898,independent
0,333,34,31,14899,independent
0,338,31,31,14900,independent
0,293,31,23,14901,independent
0,214,30,24,14902,independent
0,323,32,35,14903,independent
0,330,27,32,14904,independent
0,276,23,20,14905,independent
0,284,22,32,14906,independent
0,300,30,33,14907,independent
0,353,32,32,14908,independent
0,213,26,22,14909,independent
0,310,30,36,14910,independent
0,316,38,23,14911,independent
0,321,25,29,14912,independent
0,349,22,37,14913,independent
0,287,25,28,14914,independent
0,231,26,24,14915,independent
0,279,29,32,14916,independent
0,288,27,26,14917,independent
0,232,25,25,14918,independent
0,236,27,28,14919,independent
0,368,27,32,14920,independent
0,348,27,33,14921,independent
0,355,35,35,14922,independent
0,335,31,30,14923,independent
0,301,27,37,14924,independent
0,322,31,35,14925,independent
0,320,32,35,14926,independent
0,266,30,25,14927,independent
0,325,33,37,14928,independent
0,343,36,32,14929,independent
0,270,31,29,14930,independent
0,265,29,25,14931,independent
0,282,35,30,14932,independent
0,233,23,26,14933,independent
0,248,29,32,14934,independent
0,242,25,32,14935,independent
0,323,28,29,14936,independent
0,340,41,33,14937,independent
0,263,30,28,14938,independent
0,378,32,36,14939,independent
0,277,21,32,14940,independent
0,264,37,27,14941,independent
0,389,35,44,14942,independent
0,326,33,22,14943,independent
0,279,31,25,14944,independent
0,368,26,33,14945,independent
0,280,29,21,14946,independent
0,357,29,39,14947,independent
0,325,45,25,14948,independent
0,296,29,37,14949,independent
0,262,25,21,14950,independent
0,296,32,29,14951,independent
0,323,30,25,14952,independent
0,374,31,29,14953,independent
0,312,31,37,14954,independent
0,310,41,37,14955,independent
0,313,30,30,14956,independent
0,253,28,23,14957,independent
0,258,30,27,14958,independent
0,267,27,33,14959,independent
0,357,32,28,14960,independent
0,294,30,31,14961,independent
0,325,31,25,14962,independent
0,328,34,30,14963,independent
0,235,21,32,14964,independent
0,374,34,32,14965,independent
0,340,33,31,14966,independent
0,326,33,29,14967,independent
0,267,27,33,14968,independent
0,375,23,33,14969,independent
0,235,28,33,14970,independent
0,241,29,32,14971,independent
0,205,31,27,14972,independent
0,362,30,34,14973,independent
0,248,28,35,14974,independent
0,328,33,35,14975,independent
0,365,40,31,14976,independent
0,342,28,33,14977,independent
0,304,22,31,14978,independent
0,324,32,33,14979,independent
0,286,25,34,14980,independent
0,340,35,32,14981,independent
0,316,27,28,14982,independent
0,259,28,23,14983,independent
0,303,33,30,14984,independent
0,265,29,33,14985,independent
0,348,23,33,14986,independent
0,321,30,27,14987,independent
0,278,27,29,14988,independent
0,269,32,32,14989,independent
0,237,25,24,14990,independent
0,343,33,34,14991,independent
0,251,30,27,14992,independent
0,289,23,24,14993,independent
0,315,33,35,14994,independent
0,161,21,20,14995,independent
0,318,30,29,14996,independent
0,231,28,24,14997,independent
0,293,26,37,14998,independent
0,333,31,32,14999,independent
0,368,33,31,15000,independent
0,334,28,34,15001,independent
0,252,26,31,15002,independent
0,337,31,34,15003,independent
0,353,31,24,15004,independent
0,367,37,33,15005,independent
0,349,33,43,15006,independent
0,322,26,31,15007,independent
0,287,35,30,15008,independent
0,344,36,30,15009,independent
0,309,27,26,15010,independent
0,327,31,27,15011,independent
0,250,27,27,15012,independent
0,258,28,22,15013,independent
0,274,35,32,15014,independent
0,293,32,35,15015,independent
0,303,26,31,15016,independent
0,233,33,25,15017,independent
0,291,32,28,15018,independent
0,253,23,28,15019,independent
0,240,25,29,15020,independent
0,369,31,32,15021,independent
0,246,29,21,15022,independent
0,277,33,32,15023,independent
0,310,32,33,15024,independent
0,357,34,30,15025,independent
0,286,33,33,15026,independent
0,273,30,23,15027,independent
0,351,31,33,15028,independent
0,284,32,36,15029,independent
0,286,32,32,15030,independent
0,273,28,23,15031,independent
0,286,24,33,15032,independent
0,320,38,35,15033,independent
0,267,24,25,15034,independent
0,255,27,32,15035,independent
0,288,21,33,15036,independent
0,291,31,20,15037,independent
0,332,32,29,15038,independent
0,232,32,27,15039,independent
0,281,30,32,15040,independent
0,321,32,35,15041,independent
0,351,32,26,15042,independent
0,255,24,28,15043,independent
0,388,35,33,15044,independent
0,233,26,30,15045,independent
0,331,33,33,15046,independent
0,335,38,31,15047,independent
0,303,33,28,15048,independent
0,310,32,36,15049,independent
0,254,23,17,15050,independent
0,310,31,26,15051,independent
0,253,24,32,15052,independent
0,262,32,25,15053,independent
0,284,33,30,15054,independent
0,296,24,29,15055,independent
0,280,26,24,15056,independent
0,361,31,36,15057,independent
0,284,37,31,15058,independent
0,328,26,30,15059,independent
0,292,28,33,15060,independent
0,305,26,29,15061,independent
0,320,38,37,15062,independent
0,194,28,27,15063,independent
0,297,31,29,15064,independent
0,300,30,35,15065,independent
0,278,28,37,15066,independent
0,249,30,26,15067,independent
0,293,23,20,15068,independent
0,268,21,27,15069,independent
0,279,33,30,15070,independent
0,266,28,28,15071,independent
0,302,32,33,15072,independent
0,307,32,34,15073,independent
0,296,29,34,15074,independent
0,244,30,28,15075,independent
0,317,27,31,15076,independent
0,286,27,28,15077,independent
0,272,27,26,15078,independent
0,257,33,24,15079,independent
0,238,23,28,15080,independent
0,295,29,30,15081,independent
0,266,28,24,15082,independent
0,313,31,26,15083,independent
0,325,31,27,15084,independent
0,347,26,33,15085,independent
0,303,33,31,15086,independent
0,272,25,27,15087,independent
0,224,27,28,15088,independent
0,364,29,26,15089,independent
0,313,31,28,15090,independent
0,370,23,34,15091,independent
0,352,30,35,15092,independent
0,283,28,24,15093,independent
0,313,28,34,15094,independent
0,237,33,25,15095,independent
0,318,29,30,15096,independent
0,313,34,28,15097,independent
0,292,33,25,15098,independent
0,393,33,42,15099,independent
0,278,28,31,15100,independent
0,334,30,35,15101,independent
0,272,30,26,15102,independent
0,311,33,35,15103,independent
0,289,40,30,15104,independent
0,302,26,31,15105,independent
0,248,30,25,15106,independent
0,368,32,30,15107,independent
0,330,23,30,15108,independent
0,290,29,32,15109,independent
0,285,35,32,15110,independent
0,278,30,23,15111,independent
0,336,36,34,15112,independent
0,275,30,30,15113,independent
0,267,21,25,15114,independent
0,358,38,33,15115,independent
0,327,32,31,15116,independent
0,270,26,30,15117,independent
0,287,27,29,15118,independent
0,327,33,38,15119,independent
0,263,33,25,15120,independent
0,304,26,33,15121,independent
0,369,35,33,15122,independent
0,296,29,26,15123,independent
0,258,29,26,15124,independent
0,350,31,38,15125,independent
0,252,27,31,15126,independent
0,251,22,29,15127,independent
0,263,28,31,15128,independent
0,378,35,37,15129,independent
0,304,23,34,15130,independent
0,296,36,33,15131,independent
0,348,37,30,15132,independent
0,260,32,33,15133,independent
0,328,31,37,15134,independent
0,321,35,34,15135,independent
0,273,30,26,15136,independent
0,273,24,26,15137,independent
0,336,23,28,15138,independent
0,274,33,22,15139,independent
0,248,32,30,15140,independent
0,272,27,37,15141,independent
0,233,35,29,15142,independent
0,303,37,29,15143,independent
0,308,28,25,15144,independent
0,284,36,33,15145,independent
0,292,22,34,15146,independent
0,324,29,30,15147,independent
0,365,33,37,15148,independent
0,276,32,31,15149,independent
0,316,23,29,15150,independent
0,385,32,41,15151,independent
0,307,32,36,15152,independent
0,333,33,29,15153,independent
0,318,30,34,15154,independent
0,256,31,31,15155,independent
0,342,29,32,15156,independent
0,418,36,33,15157,independent
0,203,26,22,15158,independent
0,253,32,33,15159,independent
0,288,28,26,15160,independent
0,245,27,29,15161,independent
0,342,31,35,15162,independent
0,317,35,35,15163,independent
0,227,29,24,15164,independent
0,256,29,30,15165,independent
0,236,30,31,15166,independent
0,261,27,27,15167,independent
0,284,35,33,15168,independent
0,315,31,31,15169,independent
0,316,33,33,15170,independent
0,321,33,29,15171,independent
0,245,26,23,15172,independent
0,204,29,24,15173,independent
0,288,22,27,15174,independent
0,328,41,32,15175,independent
0,316,27,25,15176,independent
0,325,33,34,15177,independent
0,361,33,29,15178,independent
0,340,30,31,15179,independent
0,257,30,29,15180,independent
0,281,32,24,15181,independent
0,339,31,34,15182,independent
0,241,35,22,15183,independent
0,289,27,33,15184,independent
0,273,32,29,15185,independent
0,315,29,30,15186,independent
0,260,34,21,15187,independent
0,282,28,31,15188,independent
0,252,34,30,15189,independent
0,264,30,23,15190,independent
0,261,32,26,15191,independent
0,358,36,38,15192,independent
0,271,30,35,15193,independent
0,282,28,38,15194,independent
0,316,30,32,15195,independent
0,325,33,37,15196,independent
0,261,30,24,15197,independent
0,340,28,36,15198,independent
0,380,34,31,15199,independent
0,310,34,28,15200,independent
0,291,33,30,15201,independent
0,240,29,30,15202,independent
0,266,22,26,15203,independent
0,307,31,33,15204,independent
0,395,31,35,15205,independent
0,320,29,27,15206,independent
0,296,35,32,15207,independent
0,279,32,28,15208,independent
0,378,32,26,15209,independent
0,304,27,27,15210,independent
0,302,29,27,15211,independent
0,278,24,27,15212,independent
0,240,25,24,15213,independent
0,318,33,34,15214,independent
0,295,29,33,15215,independent
0,325,35,31,15216,independent
0,329,32,26,15217,independent
0,260,38,33,15218,independent
0,271,27,28,15219,independent
0,320,31,30,15220,independent
0,296,40,30,15221,independent
0,337,27,28,15222,independent
0,254,31,22,15223,independent
0,262,27,21,15224,independent
0,321,28,36,15225,independent
0,324,30,34,15226,independent
0,267,34,28,15227,independent
0,336,32,39,15228,independent
0,301,29,31,15229,independent
0,307,24,29,15230,independent
0,295,27,35,15231,independent
0,325,34,32,15232,independent
0,285,28,18,15233,independent
0,241,26,31,15234,independent
0,255,28,25,15235,independent
0,249,31,34,15236,independent
0,298,29,24,15237,independent
0,321,27,31,15238,independent
0,266,30,33,15239,independent
0,309,24,34,15240,independent
0,300,34,23,15241,independent
0,308,27,33,15242,independent
0,257,29,32,15243,independent
0,239,30,31,15244,independent
0,296,29,34,15245,independent
0,288,42,27,15246,independent
0,308,34,30,15247,independent
0,251,27,25,15248,independent
0,280,34,34,15249,independent
0,313,33,34,15250,independent
0,298,28,39,15251,independent
0,271,31,30,15252,independent
0,269,29,35,15253,independent
0,312,28,36,15254,independent
0,262,31,21,15255,independent
0,292,38,29,15256,independent
0,335,30,30,15257,independent
0,300,25,22,15258,independent
0,257,26,31,15259,independent
0,272,26,37,15260,independent
0,357,35,32,15261,independent
0,264,34,25,15262,independent
0,360,26,28,15263,independent
0,265,32,28,15264,independent
0,343,39,32,15265,independent
0,279,24,29,15266,independent
0,368,33,33,15267,independent
0,287,31,29,15268,independent
0,350,33,33,15269,independent
0,341,27,34,15270,independent
0,326,30,32,15271,independent
0,297,32,31,15272,independent
0,267,26,29,15273,independent
0,311,29,25,15274,independent
0,299,21,21,15275,independent
0,318,33,33,15276,independent
0,311,38,33,15277,independent
0,320,26,28,15278,independent
0,314,33,26,15279,independent
0,278,22,34,15280,independent
0,341,29,28,15281,independent
0,372,35,28,15282,independent
0,235,27,27,15283,independent
0,286,32,24,15284,independent
0,343,34,33,15285,independent
0,310,31,31,15286,independent
0,257,28,24,15287,independent
0,279,32,34,15288,independent
0,282,30,32,15289,independent
0,266,33,31,15290,independent
0,327,30,26,15291,independent
0,328,30,29,15292,independent
0,378,29,38,15293,independent
0,309,32,35,15294,independent
0,278,30,23,15295,independent
0,244,30,25,15296,independent
0,255,30,29,15297,independent
0,344,36,32,15298,independent
0,384,39,35,15299,independent
0,322,29,31,15300,independent
0,335,28,30,15301,independent
0,202,26,27,15302,independent
0,251,28,24,15303,independent
0,270,30,30,15304,independent
0,329,29,41,15305,independent
0,343,33,33,15306,independent
0,214,28,35,15307,independent
0,290,27,33,15308,independent
0,276,29,28,15309,independent
0,298,31,23,15310,independent
0,227,26,24,15311,independent
0,322,30,34,15312,independent
0,315,35,31,15313,independent
0,300,29,30,15314,independent
0,311,30,30,15315,independent
0,222,29,26,15316,independent
0,336,28,26,15317,independent
0,298,35,34,15318,independent
0,359,24,37,15319,independent
0,302,29,28,15320,independent
0,351,29,34,15321,independent
0,331,34,32,15322,independent
0,291,31,26,15323,independent
0,244,25,22,15324,independent
0,306,39,30,15325,independent
0,310,33,34,15326,independent
0,300,33,23,15327,independent
0,333,31,34,15328,independent
0,265,26,31,15329,independent
0,361,33,32,15330,independent
0,309,33,25,15331,independent
0,291,32,25,15332,independent
0,276,31,31,15333,independent
0,290,34,32,15334,independent
0,309,35,40,15335,independent
0,329,26,33,15336,independent
0,244,29,31,15337,independent
0,262,29,29,15338,independent
0,278,30,26,15339,independent
0,263,24,31,15340,independent
0,332,30,36,15341,independent
0,355,24,25,15342,independent
0,324,32,33,15343,independent
0,226,26,23,15344,independent
0,313,25,30,15345,independent
0,262,26,37,15346,independent
0,339,33,38,15347,independent
0,325,31,24,15348,independent
0,338,30,34,15349,independent
0,364,27,32,15350,independent
0,311,34,32,15351,independent
0,317,31,29,15352,independent
0,277,29,35,15353,independent
0,344,36,34,15354,independent
0,313,30,31,15355,independent
0,229,34,26,15356,independent
0,283,33,33,15357,independent
0,303,23,24,15358,independent
0,280,33,31,15359,independent
0,314,31,31,15360,independent
0,314,31,34,15361,independent
0,322,28,37,15362,independent
0,343,29,29,15363,independent
0,278,29,36,15364,independent
0,303,33,31,15365,independent
0,304,32,29,15366,independent
0,283,32,34,15367,independent
0,274,32,23,15368,independent
0,330,36,31,15369,independent
0,248,27,22,15370,independent
0,362,30,31,15371,independent
0,301,31,24,15372,independent
0,342,32,35,15373,independent
0,311,27,28,15374,independent
0,333,34,32,15375,independent
0,320,29,28,15376,independent
0,278,31,26,15377,independent
0,270,28,32,15378,independent
0,264,24,28,15379,independent
0,315,30,27,15380,independent
0,303,29,22,15381,independent
0,282,25,24,15382,independent
0,277,27,31,15383,independent
0,257,28,29,15384,independent
0,335,38,32,15385,independent
0,261,39,26,15386,independent
0,398,40,39,15387,independent
0,272,33,28,15388,independent
0,337,33,35,15389,independent
0,331,29,31,15390,independent
0,333,27,34,15391,independent
0,315,31,28,15392,independent
0,320,27,34,15393,independent
0,285,33,30,15394,independent
0,269,30,25,15395,independent
0,302,38,35,15396,independent
0,309,34,35,15397,independent
0,319,26,26,15398,independent
0,301,26,31,15399,independent
0,386,32,30,15400,independent
0,304,34,29,15401,independent
0,278,25,32,15402,independent
0,383,28,31,15403,independent
0,267,30,25,15404,independent
0,261,30,29,15405,independent
0,251,29,31,15406,independent
0,231,21,27,15407,independent
0,268,28,15,15408,independent
0,332,36,27,15409,independent
0,270,31,32,15410,independent
0,385,35,30,15411,independent
0,257,26,29,15412,independent
0,328,38,33,15413,independent
0,266,33,26,15414,independent
0,278,25,36,15415,independent
0,367,27,31,15416,independent
0,241,33,26,15417,independent
0,231,29,29,15418,independent
0,312,37,26,15419,independent
0,313,31,34,15420,independent
0,249,26,27,15421,independent
0,370,39,34,15422,independent
0,292,27,30,15423,independent
0,283,31,28,15424,independent
0,311,32,36,15425,independent
0,261,28,23,15426,independent
0,214,33,34,15427,independent
0,337,35,29,15428,independent
0,344,27,28,15429,independent
0,292,26,27,15430,independent
0,330,30,35,15431,independent
0,334,31,30,15432,independent
0,245,25,28,15433,independent
0,306,27,27,15434,independent
0,292,23,23,15435,independent
0,260,21,29,15436,independent
0,264,30,26,15437,independent
0,330,32,31,15438,independent
0,285,21,32,15439,independent
0,279,24,28,15440,independent
0,344,33,35,15441,independent
0,330,27,23,15442,independent
0,317,25,27,15443,independent
0,363,31,31,15444,independent
0,358,34,35,15445,independent
0,268,33,30,15446,independent
0,324,34,25,15447,independent
0,304,31,30,15448,independent
0,256,31,26,15449,independent
0,326,32,29,15450,independent
0,333,32,31,15451,independent
0,334,32,33,15452,independent
0,255,27,30,15453,independent
0,304,28,28,15454,independent
0,327,31,35,15455,independent
0,301,28,28,15456,independent
0,330,30,36,15457,independent
0,328,32,28,15458,independent
0,356,34,30,15459,independent
0,306,29,32,15460,independent
0,316,30,25,15461,independent
0,318,31,38,15462,independent
0,260,24,27,15463,independent
0,318,33,37,15464,independent
0,238,28,23,15465,independent
0,285,29,28,15466,independent
0,347,38,26,15467,independent
0,314,31,29,15468,independent
0,290,24,30,15469,independent
0,335,30,31,15470,independent
0,251,26,28,15471,independent
0,351,36,38,15472,independent
0,263,31,25,15473,independent
0,294,36,28,15474,independent
0,254,28,26,15475,independent
0,316,26,32,15476,independent
0,351,34,26,15477,independent
0,341,38,33,15478,independent
0,358,32,29,15479,independent
0,348,32,36,15480,independent
0,283,33,31,15481,independent
0,381,35,36,15482,independent
0,306,31,33,15483,independent
0,330,35,33,15484,independent
0,325,28,36,15485,independent
0,290,28,31,15486,independent
0,308,29,34,15487,independent
0,300,32,28,15488,independent
0,332,31,30,15489,independent
0,324,35,33,15490,independent
0,269,23,25,15491,independent
0,295,34,30,15492,independent
0,282,34,32,15493,independent
0,294,31,36,15494,independent
0,344,31,25,15495,independent
0,264,26,28,15496,independent
0,299,32,28,15497,independent
0,285,32,30,15498,independent
0,297,40,31,15499,independent
0,274,34,26,15500,independent
0,235,29,29,15501,independent
0,222,29,23,15502,independent
0,232,28,28,15503,independent
0,271,29,34,15504,independent
0,302,32,27,15505,independent
0,280,29,29,15506,independent
0,251,28,26,15507,independent
0,224,35,23,15508,independent
0,339,26,30,15509,independent
0,241,32,26,15510,independent
0,330,32,30,15511,independent
0,305,33,29,15512,independent
0,331,39,39,15513,independent
0,265,28,29,15514,independent
0,305,31,31,15515,independent
0,308,35,33,15516,independent
0,272,30,26,15517,independent
0,275,28,30,15518,independent
0,375,27,35,15519,independent
0,263,29,29,15520,independent
0,256,27,31,15521,independent
0,351,30,29,15522,independent
0,271,32,30,15523,independent
0,243,29,30,15524,independent
0,373,28,36,15525,independent
0,243,21,24,15526,independent
0,254,28,25,15527,independent
0,289,36,26,15528,independent
0,299,31,31,15529,independent
0,275,25,33,15530,independent
0,350,25,24,15531,independent
0,307,33,33,15532,independent
0,300,30,24,15533,independent
0,307,36,34,15534,independent
0,281,26,32,15535,independent
0,240,33,30,15536,independent
0,313,29,27,15537,independent
0,294,22,27,15538,independent
0,294,32,30,15539,independent
0,230,27,23,15540,independent
0,369,32,29,15541,independent
0,342,29,36,15542,independent
0,290,33,34,15543,independent
0,333,24,33,15544,independent
0,300,30,31,15545,independent
0,321,37,24,15546,independent
0,305,29,27,15547,independent
0,234,25,29,15548,independent
0,245,27,35,15549,independent
0,274,27,27,15550,independent
0,318,38,33,15551,independent
0,254,25,31,15552,independent
0,331,29,32,15553,independent
0,295,36,35,15554,independent
0,331,32,30,15555,independent
0,310,28,30,15556,independent
0,240,33,30,15557,independent
0,341,31,33,15558,independent
0,225,32,29,15559,independent
0,176,23,22,15560,independent
0,345,32,30,15561,independent
0,242,26,20,15562,independent
0,269,33,22,15563,independent
0,300,30,27,15564,independent
0,374,30,37,15565,independent
0,319,26,25,15566,independent
0,225,24,22,15567,independent
0,290,26,36,15568,independent
0,356,29,27,15569,independent
0,241,31,28,15570,independent
0,299,32,31,15571,independent
0,270,28,26,15572,independent
0,260,29,31,15573,independent
0,337,31,31,15574,independent
0,290,29,22,15575,independent
0,269,28,27,15576,independent
0,301,28,30,15577,independent
0,275,25,26,15578,independent
0,356,27,36,15579,independent
0,249,35,30,15580,independent
0,269,31,29,15581,independent
0,364,27,32,15582,independent
0,309,32,26,15583,independent
0,350,38,33,15584,independent
0,318,26,31,15585,independent
0,231,21,29,15586,independent
0,252,26,29,15587,independent
0,295,24,35,15588,independent
0,277,35,35,15589,independent
0,348,34,35,15590,independent
0,276,31,29,15591,independent
0,293,25,28,15592,independent
0,261,35,33,15593,independent
0,344,31,32,15594,independent
0,286,34,31,15595,independent
0,320,32,29,15596,independent
0,231,30,27,15597,independent
0,332,27,31,15598,independent
0,349,32,34,15599,independent
0,386,33,40,15600,independent
0,348,22,39,15601,independent
0,275,26,22,15602,independent
0,242,26,22,15603,independent
0,376,36,24,15604,independent
0,299,31,30,15605,independent
0,298,38,29,15606,independent
0,317,26,32,15607,independent
0,325,30,31,15608,independent
0,311,31,30,15609,independent
0,341,28,33,15610,independent
0,325,33,34,15611,independent
0,311,27,28,15612,independent
0,315,26,33,15613,independent
0,297,34,31,15614,independent
0,390,30,38,15615,independent
0,314,34,27,15616,independent
0,272,34,32,15617,independent
0,308,30,33,15618,independent
0,203,33,27,15619,independent
0,365,34,28,15620,independent
0,287,36,29,15621,independent
0,291,24,24,15622,independent
0,300,30,31,15623,independent
0,361,34,31,15624,independent
0,341,32,30,15625,independent
0,300,31,36,15626,independent
0,334,29,38,15627,independent
0,278,30,28,15628,independent
0,265,32,32,15629,independent
0,234,32,30,15630,independent
0,243,28,22,15631,independent
0,351,31,27,15632,independent
0,244,19,24,15633,independent
0,332,26,35,15634,independent
0,277,29,30,15635,independent
0,292,26,39,15636,independent
0,280,25,32,15637,independent
0,328,28,26,15638,independent
0,312,27,36,15639,independent
0,232,26,27,15640,independent
0,232,25,27,15641,independent
0,329,34,34,15642,independent
0,349,29,31,15643,independent
0,308,33,32,15644,independent
0,291,28,31,15645,independent
0,240,29,27,15646,independent
0,301,25,35,15647,independent
0,254,32,28,15648,independent
0,291,31,36,15649,independent
0,245,32,24,15650,independent
0,292,24,27,15651,independent
0,320,32,18,15652,independent
0,301,27,28,15653,independent
0,280,29,31,15654,independent
0,364,28,34,15655,independent
0,353,37,33,15656,independent
0,279,27,29,15657,independent
0,289,32,32,15658,independent
0,289,22,29,15659,independent
